Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7001","January","%","7.63275","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7002","February","%","7.375871","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7003","March","%","5.7398","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7004","April","%","4.719326","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7005","May","%","3.834591","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7006","June","%","2.946503","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7007","July","%","2.011593","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7008","August","%","1.657676","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7009","September","%","1.308962","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7010","October","%","1.186247","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7011","November","%","0.80277","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2001","2001","23014","Food price inflation","7012","December","%","1.88069","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7001","January","%","0.937559","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7002","February","%","1.142031","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7003","March","%","1.580116","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7004","April","%","2.788327","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7005","May","%","3.969702","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7006","June","%","5.147092","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7007","July","%","6.034593","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7008","August","%","6.931267","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7009","September","%","8.148491","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7010","October","%","8.717366","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7011","November","%","9.360185","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2002","2002","23014","Food price inflation","7012","December","%","9.946982","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7001","January","%","10.842407","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7002","February","%","11.030415","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7003","March","%","12.053409","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7004","April","%","12.559558","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7005","May","%","13.669143","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7006","June","%","13.209465","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7007","July","%","12.026803","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7008","August","%","11.05861","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7009","September","%","10.101948","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7010","October","%","10.140007","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7011","November","%","9.198496","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2003","2003","23014","Food price inflation","7012","December","%","8.412326","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7001","January","%","7.921855","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7002","February","%","7.704513","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7003","March","%","7.728882","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7004","April","%","7.680567","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7005","May","%","6.999429","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7006","June","%","7.065324","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7007","July","%","8.404953","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7008","August","%","11.738853","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7009","September","%","13.169744","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7010","October","%","13.821718","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7011","November","%","14.245042","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2004","2004","23014","Food price inflation","7012","December","%","14.235105","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7001","January","%","14.160724","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7002","February","%","14.093805","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7003","March","%","14.07311","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7004","April","%","14.592975","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7005","May","%","13.823049","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7006","June","%","13.366917","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7007","July","%","13.283823","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7008","August","%","10.572568","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7009","September","%","9.256744","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7010","October","%","7.791785","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7011","November","%","7.668204","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2005","2005","23014","Food price inflation","7012","December","%","7.868789","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7001","January","%","9.105769","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7002","February","%","9.595149","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7003","March","%","9.63483","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7004","April","%","7.816561","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7005","May","%","8.316413","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7006","June","%","8.357733","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7007","July","%","7.841973","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7008","August","%","7.927449","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7009","September","%","8.507428","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7010","October","%","9.435136","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7011","November","%","9.980494","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2006","2006","23014","Food price inflation","7012","December","%","11.288075","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7001","January","%","10.160879","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7002","February","%","10.194563","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7003","March","%","9.648811","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7004","April","%","9.772002","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7005","May","%","8.550852","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7006","June","%","9.009715","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7007","July","%","9.697026","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7008","August","%","9.82305","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7009","September","%","10.433155","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7010","October","%","10.66909","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7011","November","%","10.7576","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2007","2007","23014","Food price inflation","7012","December","%","10.466615","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7001","January","%","12.520602","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7002","February","%","14.500228","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7003","March","%","16.336759","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7004","April","%","18.166832","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7005","May","%","21.425555","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7006","June","%","25.083401","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7007","July","%","27.431837","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7008","August","%","27.726742","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7009","September","%","27.639612","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7010","October","%","26.440427","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7011","November","%","25.496521","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2008","2008","23014","Food price inflation","7012","December","%","22.454918","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7001","January","%","20.928816","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7002","February","%","19.770949","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7003","March","%","17.911602","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7004","April","%","16.667128","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7005","May","%","13.146066","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7006","June","%","9.100555","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7007","July","%","6.937577","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7008","August","%","6.565343","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7009","September","%","6.272425","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7010","October","%","5.932562","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7011","November","%","6.011032","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2009","2009","23014","Food price inflation","7012","December","%","7.512156","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7001","January","%","6.335565","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7002","February","%","5.765038","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7003","March","%","5.125946","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7004","April","%","4.762703","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7005","May","%","5.095864","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7006","June","%","5.290329","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7007","July","%","4.149234","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7008","August","%","4.206757","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7009","September","%","4.246617","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7010","October","%","4.789281","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7011","November","%","5.176347","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2010","2010","23014","Food price inflation","7012","December","%","6.466538","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7001","January","%","8.510368","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7002","February","%","9.068915","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7003","March","%","13.091959","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7004","April","%","15.695296","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7005","May","%","17.479213","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7006","June","%","19.268113","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7007","July","%","22.029639","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7008","August","%","22.824423","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7009","September","%","24.309396","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7010","October","%","25.068647","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7011","November","%","25.087502","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2011","2011","23014","Food price inflation","7012","December","%","23.723977","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7001","January","%","22.691065","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7002","February","%","22.831921","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7003","March","%","20.791836","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7004","April","%","19.425322","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7005","May","%","17.860785","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7006","June","%","14.802209","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7007","July","%","12.168641","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7008","August","%","11.408698","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7009","September","%","9.722836","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7010","October","%","8.381756","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7011","November","%","7.93608","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2012","2012","23014","Food price inflation","7012","December","%","7.532344","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7001","January","%","6.914717","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7002","February","%","6.436482","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7003","March","%","5.200157","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7004","April","%","4.281029","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7005","May","%","4.671756","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7006","June","%","5.628165","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7007","July","%","6.651939","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7008","August","%","6.515603","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7009","September","%","7.681431","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7010","October","%","8.381865","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7011","November","%","7.79655","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2013","2013","23014","Food price inflation","7012","December","%","7.175898","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7001","January","%","7.313496","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7002","February","%","7.138648","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7003","March","%","7.523968","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7004","April","%","7.605164","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7005","May","%","7.220255","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7006","June","%","6.783046","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7007","July","%","6.672251","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7008","August","%","6.907196","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7009","September","%","5.525671","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7010","October","%","4.67512","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7011","November","%","4.961471","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2014","2014","23014","Food price inflation","7012","December","%","5.485674","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7001","January","%","5.68459","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7002","February","%","6.750751","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7003","March","%","7.576383","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7004","April","%","8.993409","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7005","May","%","8.961939","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7006","June","%","9.493408","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7007","July","%","9.82087","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7008","August","%","9.520522","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7009","September","%","10.206344","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7010","October","%","11.790492","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7011","November","%","12.068143","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2015","2015","23014","Food price inflation","7012","December","%","12.975654","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7001","January","%","12.564313","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7002","February","%","10.861598","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7003","March","%","9.65999","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7004","April","%","8.273869","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7005","May","%","8.777346","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7006","June","%","9.845642","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7007","July","%","9.721616","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7008","August","%","9.712222","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7009","September","%","10.005459","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7010","October","%","9.150053","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7011","November","%","9.753018","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2016","2016","23014","Food price inflation","7012","December","%","9.921064","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7001","January","%","10.461428","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7002","February","%","12.276102","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7003","March","%","13.691195","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7004","April","%","14.819349","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7005","May","%","14.590569","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7006","June","%","12.012151","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7007","July","%","11.43964","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7008","August","%","10.485726","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7009","September","%","9.667167","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7010","October","%","9.096343","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7011","November","%","7.958325","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2017","2017","23014","Food price inflation","7012","December","%","6.692177","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7001","January","%","6.801936","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7002","February","%","6.246619","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7003","March","%","5.197325","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7004","April","%","3.426521","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7005","May","%","3.59501","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7006","June","%","4.489157","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7007","July","%","3.695867","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7008","August","%","4.089704","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7009","September","%","3.783602","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7010","October","%","3.172493","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7011","November","%","3.291073","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2018","2018","23014","Food price inflation","7012","December","%","3.757907","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7001","January","%","3.539866","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7002","February","%","3.068059","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7003","March","%","3.749995","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7004","April","%","6.506853","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7005","May","%","7.648044","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7006","June","%","7.996784","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7007","July","%","8.789772","E","Estimated value",""
"CP","Consumer Price Indices","014","Eastern Africa","2019","2019","23014","Food price inflation","7008","August","%","9.430163","E","Estimated value",""
